epoch,video_id,raw_line,class_id,draws
1,140555,1,2,2
1,140555,2,1,2
1,140555,3,3,1
1,140555,4,1,1
1,140555,5,2,5
1,140555,6,1,3
1,140555,7,3,5
1,140555,9,2,1
1,140555,10,1,1
1,140555,12,1,1
1,140555,13,2,1
1,140555,14,1,3
1,140555,15,3,2
1,140555,17,2,7
1,140555,18,1,1
1,140555,20,1,4
1,140555,21,2,15
1,140555,22,1,4
1,140555,23,3,1
1,140555,24,1,3
1,140555,25,2,7
1,140555,27,3,3
1,140555,28,1,4
1,140555,29,2,3
1,140555,30,1,4
1,140555,31,3,3
1,140555,32,1,1
1,140555,33,2,1
1,140555,34,1,5
1,140555,35,3,2
1,140555,36,1,2
1,140555,37,2,3
1,140555,38,1,1
1,140555,39,3,3
1,140555,40,1,1
1,140555,41,2,10
1,140555,43,2,8
1,140555,44,2,12
1,140555,45,1,4
1,140555,46,4,5
1,140555,47,1,3
1,140555,48,0,4
1,143110,1,2,2
1,143110,2,1,7
1,143110,4,1,5
1,143110,5,0,3
1,143110,7,1,5
1,143110,8,3,2
1,143110,9,1,11
1,143110,10,2,4
1,143110,11,1,2
1,143110,12,3,8
1,143110,13,1,6
1,143110,14,2,11
1,143110,15,1,2
1,143110,16,3,2
1,143110,17,1,6
1,143110,18,2,10
1,143110,19,1,3
1,143110,20,3,3
1,143110,21,1,3
1,143110,22,2,5
1,143110,23,1,9
1,143110,24,3,4
1,143110,25,1,10
1,143110,26,0,2
1,143110,27,2,5
1,143110,28,1,11
1,143110,30,1,4
1,143110,32,1,10
1,143110,33,3,5
1,143110,34,1,3
1,143110,35,2,13
1,143110,37,3,3
1,143110,38,1,2
1,143110,39,2,1
1,143110,40,1,8
1,143110,42,1,1
1,143110,43,2,3
1,143110,44,1,1
1,143110,45,0,9
1,144206,1,2,7
1,144206,2,1,5
1,144206,3,3,5
1,144206,4,1,4
1,144206,5,2,1
1,144206,6,1,6
1,144206,7,3,1
1,144206,8,1,6
1,144206,9,2,6
1,144206,10,1,5
1,144206,12,1,10
1,144206,14,1,3
1,144206,15,3,3
1,144206,16,1,4
1,144206,17,2,5
1,144206,18,1,1
1,144206,19,3,1
1,144206,21,2,3
1,144206,22,1,2
1,144206,24,1,3
1,144206,25,2,5
1,144206,26,1,6
1,144206,28,1,4
1,144206,29,2,4
1,144206,30,1,3
1,144206,31,3,1
1,144206,32,1,7
1,144206,33,0,5
1,144206,34,1,1
1,144206,35,0,27
1,144206,36,1,29
1,144206,37,4,13
1,151341,1,0,8
1,151341,2,3,3
1,151341,3,1,1
1,151341,4,2,3
1,151341,5,1,4
1,151341,6,3,2
1,151341,7,1,5
1,151341,8,2,7
1,151341,9,1,3
1,151341,10,3,3
1,151341,11,1,2
1,151341,12,2,5
1,151341,13,1,1
1,151341,14,3,2
1,151341,16,2,2
1,151341,18,3,2
1,151341,19,1,2
1,151341,20,2,8
1,151341,22,3,5
1,151341,23,1,1
1,151341,24,2,9
1,151341,26,3,3
1,151341,27,1,7
1,151341,28,2,28
1,151341,29,1,5
1,151341,30,0,10
1,152129,1,0,38
1,152129,2,3,5
1,152129,3,1,5
1,152129,4,2,10
1,152129,5,1,5
1,152129,6,3,1
1,152129,7,1,1
1,152129,8,2,1
1,152129,9,1,4
1,152129,11,1,1
