video_id,equipment_id,frame,x1,y1,x2,y2
104154,1,0,109.0,26.0,350.0,220.0
104154,1,1,109.0,26.0,350.0,220.0
104154,1,2,109.0,26.0,350.0,220.0
104154,1,3,109.0,26.0,350.0,220.0
104154,1,4,109.0,26.0,350.0,220.0
104154,1,5,109.0,26.0,350.0,220.0
104154,1,6,109.0,26.0,350.0,220.0
104154,1,7,109.0,26.0,350.0,220.0
104154,1,8,109.0,26.0,350.0,220.0
104154,1,9,109.0,26.0,350.0,220.0
104154,1,10,109.0,26.0,350.0,220.0
104154,1,11,109.0,26.0,350.0,220.0
104154,1,12,109.0,26.0,350.0,220.0
104154,1,13,109.0,26.0,350.0,220.0
104154,1,14,109.0,26.0,350.0,220.0
104154,1,15,109.0,26.0,350.0,220.0
104154,1,16,109.0,26.0,350.0,220.0
104154,1,17,109.0,26.0,350.0,220.0
104154,1,18,109.0,26.0,350.0,236.0
104154,1,19,109.0,26.0,350.0,236.0
104154,1,20,109.0,26.0,350.0,236.0
104154,1,21,109.0,26.0,350.0,236.0
104154,1,22,109.0,26.0,350.0,236.0
104154,1,23,109.0,26.0,350.0,236.0
104154,1,24,109.0,26.0,350.0,236.0
104154,1,25,109.0,26.0,350.0,236.0
104154,1,26,109.0,26.0,350.0,236.0
104154,1,27,109.0,26.0,350.0,236.0
104154,1,28,109.0,26.0,350.0,236.0
104154,1,29,109.0,26.0,350.0,236.0
104154,1,30,109.0,26.0,350.0,236.0
104154,1,31,109.0,26.0,350.0,236.0
104154,1,32,109.0,26.0,350.0,236.0
104154,1,33,109.0,26.0,350.0,236.0
104154,1,34,109.0,26.0,350.0,236.0
104154,1,35,109.0,26.0,350.0,236.0
104154,1,36,109.0,26.0,350.0,236.0
104154,1,37,109.0,26.0,350.0,236.0
104154,1,38,109.0,26.0,350.0,236.0
104154,1,39,109.0,26.0,350.0,236.0
104154,1,40,109.0,26.0,350.0,236.0
104154,1,41,109.0,26.0,350.0,236.0
104154,1,42,109.0,26.0,350.0,236.0
104154,1,43,109.0,26.0,350.0,236.0
104154,1,44,109.0,26.0,350.0,236.0
104154,1,45,109.0,26.0,350.0,236.0
104154,1,46,109.0,26.0,350.0,221.0
104154,1,47,109.0,26.0,350.0,221.0
104154,1,48,109.0,26.0,350.0,221.0
104154,1,49,109.0,26.0,350.0,221.0
104154,1,50,109.0,26.0,350.0,221.0
104154,1,51,109.0,26.0,350.0,221.0
104154,1,52,109.0,26.0,350.0,221.0
104154,1,53,109.0,26.0,350.0,221.0
104154,1,54,109.0,26.0,350.0,221.0
104154,1,55,109.0,26.0,350.0,221.0
104154,1,56,109.0,26.0,350.0,221.0
104154,1,57,109.0,19.0,366.0,212.0
104154,1,58,109.0,19.0,366.0,212.0
104154,1,59,109.0,19.0,366.0,212.0
104154,1,60,109.0,19.0,366.0,212.0
104154,1,61,109.0,19.0,366.0,212.0
104154,1,62,109.0,19.0,366.0,212.0
104154,1,63,109.0,19.0,366.0,212.0
104154,1,64,109.0,19.0,366.0,212.0
104154,1,65,109.0,19.0,366.0,212.0
104154,1,66,91.0,6.0,380.0,211.0
104154,1,67,91.0,6.0,380.0,211.0
104154,1,68,91.0,6.0,380.0,211.0
104154,1,69,91.0,6.0,380.0,211.0
104154,1,70,91.0,6.0,380.0,211.0
104154,1,71,91.0,6.0,380.0,211.0
104154,1,72,91.0,6.0,380.0,211.0
104154,1,73,91.0,6.0,380.0,211.0
104154,1,74,91.0,6.0,380.0,211.0
104154,1,75,91.0,6.0,380.0,211.0
104154,1,76,91.0,6.0,380.0,211.0
104154,1,77,91.0,6.0,380.0,211.0
104154,1,78,91.0,6.0,380.0,211.0
104154,1,79,91.0,6.0,380.0,211.0
104154,1,80,91.0,6.0,380.0,211.0
104154,1,81,91.0,6.0,380.0,211.0
104154,1,82,91.0,6.0,380.0,211.0
104154,1,83,91.0,6.0,380.0,211.0
104154,1,84,91.0,6.0,380.0,211.0
104154,1,85,91.0,6.0,380.0,211.0
104154,1,86,91.0,6.0,380.0,211.0
104154,1,87,91.0,6.0,380.0,211.0
104154,1,88,91.0,6.0,380.0,211.0
104154,1,89,91.0,6.0,380.0,211.0
104154,1,90,91.0,6.0,380.0,211.0
104154,1,91,91.0,6.0,380.0,211.0
104154,1,92,91.0,6.0,380.0,211.0
104154,1,93,91.0,6.0,380.0,211.0
104154,1,94,91.0,6.0,380.0,211.0
104154,1,95,91.0,6.0,380.0,211.0
104154,1,96,91.0,6.0,380.0,211.0
104154,1,97,91.0,6.0,380.0,211.0
104154,1,98,91.0,6.0,380.0,211.0
104154,1,99,91.0,6.0,380.0,211.0
104154,1,100,91.0,6.0,380.0,211.0
104154,1,101,91.0,6.0,380.0,211.0
104154,1,102,91.0,6.0,380.0,211.0
104154,1,103,91.0,6.0,380.0,211.0
104154,1,104,91.0,6.0,380.0,211.0
104154,1,105,91.0,6.0,380.0,211.0
104154,1,106,91.0,6.0,380.0,211.0
104154,1,107,91.0,6.0,380.0,211.0
104154,1,108,91.0,6.0,380.0,211.0
104154,1,109,91.0,6.0,380.0,211.0
104154,1,110,91.0,6.0,380.0,211.0
104154,1,111,91.0,6.0,380.0,211.0
104154,1,112,91.0,6.0,380.0,211.0
104154,1,113,91.0,6.0,380.0,211.0
104154,1,114,91.0,6.0,380.0,211.0
104154,1,115,91.0,6.0,380.0,211.0
104154,1,116,91.0,6.0,380.0,211.0
104154,1,117,91.0,6.0,380.0,211.0
104154,1,118,91.0,6.0,380.0,211.0
104154,1,119,91.0,6.0,380.0,211.0
104154,1,120,91.0,6.0,380.0,211.0
104154,1,121,91.0,6.0,380.0,211.0
104154,1,122,91.0,6.0,380.0,211.0
104154,1,123,91.0,6.0,380.0,211.0
104154,1,124,91.0,6.0,380.0,211.0
104154,1,125,91.0,6.0,380.0,211.0
104154,1,126,91.0,6.0,380.0,211.0
104154,1,127,91.0,6.0,380.0,211.0
104154,1,128,91.0,6.0,380.0,211.0
104154,1,129,91.0,6.0,380.0,211.0
104154,1,130,91.0,6.0,380.0,211.0
104154,1,131,91.0,6.0,380.0,211.0
104154,1,132,91.0,6.0,380.0,211.0
104154,1,133,91.0,6.0,380.0,211.0
104154,1,134,91.0,6.0,380.0,211.0
104154,1,135,91.0,6.0,380.0,211.0
104154,1,136,91.0,6.0,380.0,211.0
104154,1,137,91.0,6.0,380.0,211.0
104154,1,138,91.0,6.0,380.0,211.0
104154,1,139,91.0,6.0,380.0,211.0
104154,1,140,91.0,6.0,380.0,211.0
104154,1,141,91.0,6.0,380.0,211.0
104154,1,142,91.0,6.0,380.0,211.0
104154,1,143,91.0,6.0,380.0,211.0
104154,1,144,91.0,6.0,380.0,211.0
104154,1,145,91.0,6.0,380.0,211.0
104154,1,146,91.0,6.0,380.0,211.0
104154,1,147,91.0,6.0,380.0,211.0
104154,1,148,91.0,6.0,380.0,211.0
104154,1,149,91.0,6.0,380.0,211.0
104154,1,150,91.0,6.0,380.0,211.0
104154,1,151,91.0,6.0,380.0,211.0
104154,1,152,91.0,6.0,380.0,211.0
104154,1,153,91.0,6.0,380.0,211.0
104154,1,154,91.0,6.0,380.0,211.0
